code,name,industry
sh603313,梦百合,轻工制造
sh603315,福鞍股份,环保
sh603316,诚邦股份,电子
sh603317,天味食品,食品饮料
sh603318,水发燃气,公用事业
sh603319,美湖股份,汽车
sh603320,迪贝电气,电力设备
sh603321,梅轮电梯,机械设备
sh603322,超讯科技,通信
sh603323,苏农银行,银行
sh603324,盛剑科技,环保
sh603325,博隆技术,机械设备
sh603326,我乐家居,轻工制造
sh603327,福蓉科技,电子
sh603328,依顿电子,电子
sh603329,上海雅仕,交通运输
sh603330,天洋新材,基础化工
sh603331,百达精工,机械设备
sh603332,苏州龙杰,基础化工
sh603333,福华尚纬,电力设备
sh603334,丰倍生物,基础化工
sh603335,迪生力,汽车
sh603336,宏辉果蔬,农林牧渔
sh603337,杰克科技,机械设备
sh603338,浙江鼎力,机械设备
sh603339,四方科技,机械设备
sh603341,龙旗科技,电子
sh603344,星德胜,电力设备
sh603345,安井食品,食品饮料
sh603348,文灿股份,汽车
sh603350,安乃达,电力设备
sh603351,威尔药业,医药生物
sh603352,至信股份,汽车
sh603353,和顺石油,石油石化
sh603355,莱克电气,家用电器
sh603356,华菱精工,机械设备
sh603357,设计总院,建筑装饰
sh603358,华达科技,汽车
sh603360,百傲化学,基础化工
sh603361,浙江国祥,-
sh603363,傲农生物,农林牧渔
sh603365,水星家纺,纺织服饰
sh603366,日出东方,家用电器
sh603367,辰欣药业,医药生物
sh603368,柳药集团,医药生物
sh603369,今世缘,食品饮料
sh603370,华新精科,电力设备
sh603373,安邦护卫,社会服务
sh603375,盛景微,电子
sh603376,大明电子,汽车
sh603379,三美股份,基础化工
sh603380,易德龙,电子
sh603381,永臻股份,电力设备
sh603382,海阳科技,基础化工
sh603383,顶点软件,计算机
sh603385,惠达卫浴,轻工制造
sh603386,骏亚科技,电子
sh603387,基蛋生物,医药生物
sh603389,亚振家居,轻工制造
sh603390,通达电气,汽车
sh603391,力聚热能,机械设备
sh603392,万泰生物,医药生物
sh603393,新天然气,公用事业
sh603395,红四方,基础化工
sh603396,金辰股份,电力设备
sh603399,永杉锂业,有色金属
sh603400,华之杰,机械设备
sh603402,陕西旅游,社会服务
sh603406,天富龙,基础化工
sh603407,长裕集团,有色金属
sh603408,建霖家居,轻工制造
sh603409,汇通控股,汽车
sh603416,信捷电气,机械设备
sh603418,友升股份,汽车
sh603421,鼎信通讯,通信
sh603435,嘉德利,基础化工
sh603439,三力制药,医药生物
sh603444,吉比特,传媒
sh603448,C天博,汽车
sh603456,XD九洲药,医药生物
sh603458,勘设股份,建筑装饰
sh603459,红板科技,电子
sh603466,风语筑,传媒
sh603468,津富士达,汽车
sh603477,巨星农牧,农林牧渔
sh603486,科沃斯,家用电器
sh603488,展鹏科技,机械设备
sh603489,八方股份,电力设备
sh603496,恒为科技,计算机
sh603499,翔港科技,轻工制造
sh603500,祥和实业,机械设备
sh603501,豪威集团,电子
sh603505,金石资源,基础化工
sh603506,南都物业,房地产
sh603507,振江股份,电力设备
sh603508,思维列控,计算机
sh603511,爱慕股份,纺织服饰
sh603515,欧普照明,家用电器
sh603516,淳中科技,计算机
sh603518,锦泓集团,纺织服饰
sh603519,立霸股份,家用电器
sh603520,XD司太立,医药生物
sh603527,众源新材,有色金属
sh603528,多伦科技,计算机
sh603529,爱玛科技,汽车
sh603530,神马电力,电力设备
sh603533,掌阅科技,传媒
sh603535,嘉诚国际,交通运输
sh603536,惠发食品,食品饮料
sh603538,美诺华,医药生物
sh603551,奥普科技,家用电器
sh603556,海兴电力,电力设备
sh603558,健盛集团,纺织服饰
sh603559,中通国脉,通信
sh603565,中谷物流,交通运输
sh603566,普莱柯,农林牧渔
sh603567,珍宝岛,医药生物
sh603568,伟明环保,环保
sh603569,长久物流,交通运输
sh603577,汇金通,电力设备
sh603578,三星新材,家用电器
sh603579,荣泰健康,家用电器
sh603580,艾艾精工,基础化工
sh603583,捷昌驱动,机械设备
sh603585,苏利股份,基础化工
sh603586,金麒麟,汽车
sh603587,地素时尚,纺织服饰
sh603588,高能环境,环保
sh603589,口子窖,食品饮料
sh603590,康辰药业,医药生物
sh603596,伯特利,汽车
sh603598,引力传媒,传媒
sh603599,广信股份,基础化工
sh603600,XD永艺股,轻工制造
sh603601,再升科技,建筑材料
sh603602,纵横通信,传媒
sh603605,珀莱雅,美容护理
sh603606,东方电缆,电力设备
sh603607,京华激光,轻工制造
sh603608,天创时尚,纺织服饰
sh603609,禾丰股份,农林牧渔
sh603610,麒盛科技,轻工制造
sh603611,诺力股份,机械设备
sh603612,索通发展,基础化工
sh603613,国联股份,商贸零售
sh603615,茶花股份,轻工制造
sh603616,韩建河山,建筑材料
sh603617,君禾股份,机械设备
sh603618,杭电股份,电力设备
sh603619,中曼石油,石油石化
sh603626,科森科技,电子
sh603628,清源股份,电力设备
sh603629,利通电子,电子
sh603630,拉芳家化,美容护理
sh603633,徕木股份,电子
sh603636,南威软件,计算机
sh603637,镇海股份,建筑装饰
sh603638,艾迪精密,机械设备
sh603639,海利尔,基础化工
sh603648,畅联股份,交通运输
sh603650,彤程新材,基础化工
sh603655,朗博科技,汽车
sh603656,泰禾智能,机械设备
sh603657,春光科技,家用电器
sh603658,安图生物,医药生物
sh603659,璞泰来,电力设备
sh603660,苏州科达,计算机
sh603661,恒林股份,轻工制造
sh603662,柯力传感,机械设备
sh603663,三祥新材,基础化工
sh603665,康隆达,纺织服饰
sh603666,亿嘉和,机械设备
sh603667,五洲新春,机械设备
sh603668,天马科技,农林牧渔
sh603669,灵康药业,医药生物
sh603676,卫信康,医药生物
sh603677,奇精机械,家用电器
sh603678,火炬电子,国防军工
sh603679,华体科技,电子
sh603680,今创集团,机械设备
sh603681,永冠新材,基础化工
sh603682,锦和商管,商贸零售
sh603683,晶华新材,基础化工
sh603685,晨丰科技,电子
sh603686,福龙马,环保
sh603687,大胜达,轻工制造
sh603688,石英股份,基础化工
sh603689,皖天然气,公用事业
sh603690,至纯科技,电子
sh603693,江苏新能,公用事业
sh603696,安记食品,食品饮料
sh603697,XD有友食,食品饮料
sh603698,航天工程,机械设备
sh603699,纽威股份,机械设备
sh603700,宁水集团,机械设备
sh603701,德宏股份,汽车
sh603703,盛洋科技,电子
sh603706,东方环宇,公用事业
sh603707,健友股份,医药生物
sh603708,家家悦,商贸零售
sh603709,中源家居,轻工制造
sh603711,香飘飘,食品饮料
sh603712,七一二,国防军工
sh603713,密尔克卫,交通运输
sh603716,塞力医疗,医药生物
sh603717,天域生物,农林牧渔
sh603719,良品铺子,食品饮料
sh603721,中广天择,传媒
sh603722,阿科力,基础化工
sh603725,天安新材,轻工制造
sh603726,朗迪集团,家用电器
sh603727,博迈科,石油石化
sh603728,鸣志电器,电力设备
sh603730,岱美股份,汽车
sh603733,仙鹤股份,轻工制造
sh603737,三棵树,建筑材料
sh603738,泰晶科技,电子
sh603739,蔚蓝生物,基础化工
sh603755,日辰股份,食品饮料
sh603757,大元泵业,机械设备
sh603758,秦安股份,汽车
sh603759,海天股份,环保
sh603766,隆鑫通用,汽车
sh603767,中马传动,汽车
sh603768,常青股份,汽车
sh603773,沃格光电,电子
sh603776,永安行,汽车
sh603777,来伊份,食品饮料
sh603778,国晟科技,电力设备
sh603779,威龙股份,食品饮料
sh603786,科博达,汽车
sh603787,新日股份,汽车
sh603788,宁波高发,汽车
sh603790,雅运股份,基础化工
sh603797,联泰环保,环保
sh603798,康普顿,石油石化
sh603799,华友钴业,有色金属
sh603800,洪田股份,机械设备
sh603801,志邦家居,轻工制造
sh603803,瑞斯康达,通信
sh603806,福斯特,电力设备
sh603808,歌力思,纺织服饰
sh603809,豪能股份,汽车
sh603810,丰山集团,基础化工
sh603811,诚意药业,医药生物
sh603813,原尚股份,交通运输
sh603815,交建股份,建筑装饰
sh603816,顾家家居,轻工制造
sh603817,海峡环保,环保
sh603818,曲美家居,轻工制造
sh603819,神力股份,电力设备
sh603823,百合花,基础化工
sh603826,坤彩科技,基础化工
sh603829,洛凯股份,电力设备
sh603833,欧派家居,轻工制造
sh603836,海程邦达,交通运输
sh603839,安正时尚,纺织服饰
sh603848,好太太,轻工制造
sh603855,华荣股份,机械设备
sh603856,东宏股份,建筑材料
sh603858,步长制药,医药生物
sh603859,能科科技,计算机
sh603860,中公高科,建筑装饰
sh603861,白云电器,电力设备
sh603863,松炀资源,轻工制造
sh603866,桃李面包,食品饮料
sh603867,新化股份,基础化工
sh603868,XD飞科电,家用电器
sh603871,嘉友国际,交通运输
sh603876,鼎胜新材,有色金属
sh603877,太平鸟,纺织服饰
sh603878,武进不锈,钢铁
sh603879,永悦科技,基础化工
sh603880,南卫股份,医药生物
sh603881,数据港,通信
sh603882,金域医学,医药生物
sh603883,老百姓,医药生物
sh603885,吉祥航空,交通运输
sh603886,元祖股份,食品饮料
sh603887,城地香江,计算机
sh603888,新华网,传媒
sh603889,新澳股份,纺织服饰
sh603890,春秋电子,电子
sh603893,瑞芯微,电子
sh603895,天永智能,机械设备
sh603896,寿仙谷,医药生物
sh603897,长城科技,电力设备
sh603898,好莱客,轻工制造
sh603899,晨光股份,轻工制造
sh603900,莱绅通灵,纺织服饰
sh603901,永创智能,机械设备
sh603903,中持股份,环保
sh603906,龙蟠科技,电力设备
sh603908,牧高笛,纺织服饰
sh603909,建发合诚,建筑装饰
sh603912,佳力图,机械设备
sh603915,国茂股份,机械设备
sh603916,苏博特,基础化工
sh603917,合力科技,汽车
sh603918,金桥信息,计算机
sh603919,金徽酒,食品饮料
sh603920,世运电路,电子
sh603926,铁流股份,汽车
sh603927,中科软,计算机
sh603928,兴业股份,基础化工
sh603929,亚翔集成,建筑装饰
sh603931,格林达,电子
sh603933,睿能科技,电子
sh603936,博敏电子,电子
sh603937,丽岛新材,有色金属
sh603938,三孚股份,基础化工
sh603939,益丰药房,医药生物
sh603948,建业股份,基础化工
sh603949,雪龙集团,汽车
sh603950,长源东谷,汽车
sh603955,大千生态,建筑装饰
sh603956,威派格,机械设备
sh603958,哈森股份,纺织服饰
sh603960,克来机电,汽车
sh603966,法兰泰克,机械设备
sh603967,中创物流,交通运输
sh603968,醋化股份,基础化工
sh603969,银龙股份,机械设备
sh603970,中农立华,基础化工
sh603976,正川股份,医药生物
sh603977,国泰集团,基础化工
sh603978,深圳新星,有色金属
sh603979,金诚信,有色金属
sh603980,吉华集团,基础化工
sh603982,泉峰汽车,汽车
sh603983,丸美生物,美容护理
sh603985,恒润股份,电力设备
sh603986,兆易创新,电子
sh603987,康德莱,医药生物
sh603988,中电电机,电力设备
sh603989,艾华集团,电子
sh603990,麦迪科技,计算机
sh603991,领先股份,电子
sh603992,松霖科技,轻工制造
sh603993,洛阳钼业,有色金属
sh603995,甬金股份,钢铁
sh603997,继峰股份,汽车
sh603998,XD方盛制,医药生物
sh603999,读者传媒,传媒
sh605001,威奥股份,机械设备
sh605003,众望布艺,纺织服饰
sh605005,合兴股份,汽车
sh605006,山东玻纤,建筑材料
sh605007,五洲特纸,轻工制造
sh605008,长鸿高科,基础化工
sh605009,豪悦护理,美容护理
sh605011,杭州热电,公用事业
sh605016,百龙创园,基础化工
sh605018,长华集团,汽车
sh605020,永和股份,基础化工
sh605028,世茂能源,公用事业
sh605033,美邦股份,基础化工
sh605050,福然德,交通运输
sh605055,迎丰股份,纺织服饰
sh605056,咸亨国际,机械设备
sh605058,澳弘电子,电子
sh605060,联德股份,机械设备
sh605066,天正电气,电力设备
sh605068,明新旭腾,汽车
sh605069,正和生态,环保
sh605077,华康股份,基础化工
sh605080,浙江自然,轻工制造
sh605086,龙高股份,基础化工
sh605088,冠盛股份,汽车
sh605089,味知香,食品饮料
sh605090,九丰能源,公用事业
sh605098,行动教育,社会服务
sh605099,共创草坪,轻工制造
sh605100,华丰股份,机械设备
sh605108,同庆楼,社会服务
sh605111,新洁能,电子
sh605116,奥锐特,医药生物
sh605117,德业股份,电力设备
sh605118,XD力鼎光,计算机
sh605122,四方新材,建筑材料
sh605123,派克新材,国防军工
sh605128,上海沿浦,汽车
sh605133,嵘泰股份,汽车
sh605136,丽人丽妆,商贸零售
sh605138,盛泰集团,纺织服饰
sh605151,西上海,汽车
sh605155,西大门,轻工制造
sh605158,华达新材,有色金属
sh605162,新中港,公用事业
sh605166,聚合顺,基础化工
sh605167,利柏特,建筑装饰
sh605168,三人行,传媒
sh605169,洪通燃气,公用事业
sh605177,东亚药业,医药生物
sh605178,时空科技,建筑装饰
sh605179,一鸣食品,食品饮料
sh605180,华生科技,纺织服饰
sh605183,确成股份,基础化工
sh605186,健麾信息,机械设备
sh605188,国光连锁,商贸零售
sh605189,富春染织,纺织服饰
sh605196,华通线缆,电力设备
sh605198,安德利,农林牧渔
sh605208,永茂泰,有色金属
sh605218,伟时电子,电子
sh605222,起帆电缆,电力设备
sh605228,神通科技,汽车
sh605255,天普股份,汽车
sh605258,协和电子,电子
sh605259,绿田机械,机械设备
sh605266,健之佳,医药生物
sh605268,王力安防,轻工制造
sh605277,新亚电子,电子
sh605286,同力天启,机械设备
sh605287,德才股份,建筑装饰
sh605288,凯迪股份,机械设备
sh605289,罗曼股份,建筑装饰
sh605296,神农集团,农林牧渔
sh605298,必得科技,机械设备
sh605299,舒华体育,轻工制造
sh605300,佳禾食品,食品饮料
sh605303,园林股份,建筑装饰
sh605305,XD中际联,机械设备
sh605318,法狮龙,建筑材料
sh605319,无锡振华,汽车
sh605333,沪光股份,汽车
sh605337,李子园,食品饮料
sh605338,巴比食品,食品饮料
sh605339,南侨食品,食品饮料
sh605358,立昂微,电子
sh605365,立达信,家用电器
sh605366,宏柏新材,基础化工
sh605368,蓝天燃气,公用事业
sh605369,拱东医疗,医药生物
sh605376,博迁新材,有色金属
sh605377,华旺科技,轻工制造
sh605378,野马电池,电力设备
sh605388,均瑶健康,食品饮料
sh605389,长龄液压,机械设备
sh605398,新炬网络,计算机
sh605399,晨光新材,基础化工
sh605488,福莱新材,基础化工
sh605499,东鹏饮料,食品饮料
sh605500,森林包装,轻工制造
sh605507,国邦医药,医药生物
sh605555,德昌股份,家用电器
sh605566,福莱蒽特,基础化工
sh605567,春雪食品,食品饮料
sh605577,龙版传媒,传媒
sh605580,恒盛能源,公用事业
sh605588,冠石科技,电子
sh605589,圣泉集团,基础化工
sh605598,上海港湾,建筑装饰
sh605599,菜百股份,纺织服饰
